name,final_epoch,train_loss,train_acc,val_loss,val_acc
carpet,30,0.010522331953113683,0.9948320413436692,1.9003552740061314,0.5818181818181818
metal_nut,30,0.04799324645032848,0.9817351598173516,5.983134504677593,0.717391304347826
toothbrush,30,0.031087736387259115,0.9894179894179894,3.360935235634828,0.6923076923076923
merged,30,0.08526547216338876,0.9666666666666667,1.1654265493949605,0.8245614035087719
