epoch,train_loss,train_acc,val_loss,val_acc
1,0.27595171689486625,0.8863049095607235,10.37302582625176,0.2909090909090909
2,0.09414248431741576,0.9767441860465116,10.223629960869278,0.23636363636363636
3,0.059156800242434485,0.9832041343669251,0.8228300822588305,0.9818181818181818
4,0.024246881391073383,0.9935400516795866,1.5813753453077493,0.5272727272727272
5,0.05848450688958091,0.9780361757105943,0.40787257290247714,0.9818181818181818
6,0.02476905680018494,0.9961240310077519,0.9491442167025966,0.9272727272727272
7,0.010505877926776328,0.9948320413436692,0.4531240615140026,0.9636363636363636
8,0.021415169783675376,0.9935400516795866,0.7663343732280985,0.9818181818181818
9,0.03323853911304948,0.9909560723514211,3.0940661220839214,0.7818181818181819
10,0.08358115356599609,0.9741602067183462,0.6439088035995761,0.9636363636363636
11,0.01893091078372961,0.9909560723514211,0.6370259458368474,0.8909090909090909
12,0.008853139147013233,0.9974160206718347,0.5947412649787662,0.8909090909090909
13,0.004912289665218982,0.9961240310077519,0.4414608687774958,0.9818181818181818
14,0.010997993480360006,0.9974160206718347,1.1063441166371755,0.9636363636363636
15,0.0020501303860532795,1.0,0.5740591724809885,0.9818181818181818
16,0.09023412667697378,0.9780361757105943,0.5959962143047685,0.9636363636363636
17,0.04636225377899516,0.9767441860465116,0.510364689311069,0.9818181818181818
18,0.06383105922485545,0.9819121447028424,1.0449189925552205,0.9818181818181818
19,0.01775612256150375,0.9961240310077519,1.0003094159385275,0.9818181818181818
20,0.08208441199585603,0.9741602067183462,1.325473620674824,0.8909090909090909
21,0.014287585468098848,0.9974160206718347,0.6636719645843077,0.8727272727272727
22,0.0023783494440720774,1.0,0.4991557430961896,0.9636363636363636
23,0.004774554361570001,0.9987080103359173,0.5984673461241817,0.9818181818181818
24,0.028868333916649107,0.9870801033591732,0.929455630700944,0.7818181818181819
25,0.009438834835363681,0.9974160206718347,0.7353273025927287,0.9818181818181818
26,0.05966252633803632,0.9689922480620154,2.3509092421242683,0.8181818181818182
27,0.03251006425685792,0.9922480620155039,0.7204566071650884,0.9090909090909091
28,0.0024012308260931295,1.0,0.9364412587091934,0.8727272727272727
29,0.016193237860184114,0.9948320413436692,2.729418830934799,0.8363636363636363
30,0.010522331953113683,0.9948320413436692,1.9003552740061314,0.5818181818181818
