epoch,train_mse,train_mae,train_exact_int,val_mse,val_mae,val_exact_int
1,42647.109375,157.80923461914062,0.0031250000465661287,42109.76171875,155.188720703125,0.0
2,8852.8388671875,74.89332580566406,0.005249999929219484,8918.748046875,75.8923568725586,0.004000000189989805
3,4071.9677734375,50.852439880371094,0.006500000134110451,4097.70947265625,51.62932586669922,0.004999999888241291
4,1314.273681640625,29.051719665527344,0.011125000193715096,1327.0023193359375,29.36594009399414,0.009999999776482582
5,381.9139709472656,13.96120548248291,0.039000000804662704,388.1051940917969,14.120858192443848,0.035999998450279236
6,266.2500305175781,10.850872993469238,0.057374998927116394,267.5973815917969,10.895663261413574,0.05999999865889549
7,214.2857208251953,9.745138168334961,0.09475000202655792,214.96946716308594,9.783888816833496,0.09000000357627869
8,168.60693359375,8.479447364807129,0.07412499934434891,168.80796813964844,8.495512008666992,0.07699999958276749
9,133.12384033203125,7.439970016479492,0.15649999678134918,135.126953125,7.5243964195251465,0.14100000262260437
10,104.00658416748047,6.511857509613037,0.08749999850988388,106.64293670654297,6.557262897491455,0.08699999749660492
11,81.5267562866211,5.6349639892578125,0.1550000011920929,83.10032653808594,5.66475248336792,0.1720000058412552
12,63.71340560913086,4.866142272949219,0.16050000488758087,64.71577453613281,4.879607200622559,0.16300000250339508
13,50.20295333862305,4.19462776184082,0.15912500023841858,50.73622512817383,4.187053680419922,0.17599999904632568
14,40.17579650878906,3.623281717300415,0.19200000166893005,40.664791107177734,3.634171485900879,0.19200000166893005
15,33.098670959472656,3.2407031059265137,0.1733749955892563,33.610687255859375,3.2471070289611816,0.18199999630451202
16,27.730024337768555,2.9756765365600586,0.14624999463558197,28.26662826538086,2.960689067840576,0.14000000059604645
17,23.51959228515625,2.6782546043395996,0.2448749989271164,24.078350067138672,2.6748969554901123,0.2540000081062317
18,20.59758186340332,2.6161394119262695,0.26087498664855957,20.92496681213379,2.606919765472412,0.257999986410141
19,17.935489654541016,2.434755802154541,0.22824999690055847,17.94021987915039,2.3996329307556152,0.22499999403953552
20,15.90654468536377,2.341231107711792,0.23225000500679016,15.879140853881836,2.311521053314209,0.22300000488758087
21,14.309525489807129,2.2870099544525146,0.2240000069141388,14.355838775634766,2.2598488330841064,0.22499999403953552
22,12.852931022644043,2.167248249053955,0.31049999594688416,12.984440803527832,2.166172981262207,0.3089999854564667
23,11.602420806884766,2.0610249042510986,0.27412500977516174,11.695083618164062,2.0563764572143555,0.2630000114440918
24,10.554853439331055,1.9766178131103516,0.3330000042915344,10.653697967529297,1.9812768697738647,0.3319999873638153
25,9.526139259338379,1.880240559577942,0.2994999885559082,9.582696914672852,1.8723012208938599,0.2980000078678131
26,8.669031143188477,1.8174660205841064,0.35112500190734863,8.794493675231934,1.8182908296585083,0.3540000021457672
27,7.744299411773682,1.6965283155441284,0.33662500977516174,7.897932529449463,1.6891484260559082,0.34200000762939453
28,6.915614128112793,1.5962969064712524,0.4074999988079071,7.079693794250488,1.5925235748291016,0.4169999957084656
29,6.1938252449035645,1.5071204900741577,0.4286249876022339,6.3410186767578125,1.5004721879959106,0.4359999895095825
30,5.50124454498291,1.4174734354019165,0.4528749883174896,5.66071081161499,1.412982702255249,0.4560000002384186
31,4.858245372772217,1.348720669746399,0.4113749861717224,5.020962715148926,1.339150309562683,0.4259999990463257
32,4.252465724945068,1.238954782485962,0.48524999618530273,4.367039203643799,1.230762004852295,0.5009999871253967
33,3.7456448078155518,1.1740028858184814,0.4803749918937683,3.799675226211548,1.1587671041488647,0.48399999737739563
34,3.247509717941284,1.0786923170089722,0.5013750195503235,3.2529804706573486,1.0619628429412842,0.5090000033378601
35,2.8092994689941406,0.9954544901847839,0.5272499918937683,2.8073580265045166,0.9826882481575012,0.5339999794960022
36,2.4225738048553467,0.9258339405059814,0.534500002861023,2.4205946922302246,0.912216305732727,0.5460000038146973
37,2.086857795715332,0.8761488199234009,0.5293750166893005,2.075885772705078,0.8624613881111145,0.5379999876022339
38,1.7778682708740234,0.8095405101776123,0.5602499842643738,1.7857637405395508,0.7997634410858154,0.5759999752044678
39,1.4889940023422241,0.7155137062072754,0.5975000262260437,1.5035438537597656,0.7097065448760986,0.6019999980926514
40,1.2662194967269897,0.6577267646789551,0.6148750185966492,1.2955683469772339,0.6555101275444031,0.628000020980835
