num_features,features,wMAPE_val,RMSE_val,MAE_val,R2_val,wMAPE_test,RMSE_test,MAE_test,R2_test
5,"('cut', 'color', 'clarity', 'x', 'z')",0.31560733202792496,1610.003657338674,1229.3222243405012,0.8366286736987432,0.30967891172140105,1676.9970638271934,1222.8725725467534,0.8245803536018621
5,"('cut', 'color', 'clarity', 'y', 'z')",0.3171393609121888,1631.8120608990416,1235.2896305590311,0.8321727852659786,0.3156691228902763,2172.3535550197134,1246.526959929679,0.7056428124509271
5,"('cut', 'color', 'depth', 'table', 'x')",0.3476870730087524,1808.7294923920433,1354.2760341440346,0.7938091686143178,0.34273625215853215,1796.1861358655078,1353.4107313035115,0.7987590742057413
5,"('cut', 'color', 'depth', 'table', 'y')",0.3355227327245557,1812.266489570918,1306.894708242264,0.793001961713662,0.3334026511279049,1971.5447505468064,1316.5538312323936,0.7575473667702385
5,"('cut', 'color', 'depth', 'table', 'z')",0.3472042565955622,1808.4417437438378,1352.39541577184,0.7938747687096257,0.3460462088693242,2315.818318013888,1366.4812218172021,0.6654796083966548
5,"('cut', 'color', 'depth', 'x', 'y')",0.34777423627959286,1809.0043454451863,1354.615543829383,0.7937464986731201,0.34295618577978443,1797.4465315240882,1354.2792140546142,0.7984765509463945
5,"('cut', 'color', 'depth', 'x', 'z')",0.34767514880787365,1806.532245206648,1354.229588185211,0.7943098261660135,0.34429222154398725,1885.2647689565697,1359.5550059479124,0.7783037586223247
5,"('cut', 'color', 'depth', 'y', 'z')",0.34743924565196665,1810.0383537794999,1353.3107217238867,0.7935106465141736,0.34636118986956643,2347.991980648639,1367.725031490675,0.6561200575602943
5,"('cut', 'color', 'table', 'x', 'y')",0.3474695495820414,1809.538834017209,1353.4287585720372,0.7936246013150989,0.3423724920571722,1795.876841602215,1351.974300748821,0.7988283735992814
5,"('cut', 'color', 'table', 'x', 'z')",0.3475593093485761,1806.0982425270292,1353.7783818686307,0.7944086446218648,0.3437637025706398,1839.3802802937248,1357.4679689166062,0.7889639356000296
5,"('cut', 'color', 'table', 'y', 'z')",0.34884848877255387,1822.6387753190356,1358.7998650733307,0.7906257251244794,0.3487671518866337,2237.859086995041,1377.2257913096314,0.6876229639843255
5,"('cut', 'color', 'x', 'y', 'z')",0.3476728019514978,1806.6562596828942,1354.220446944158,0.7942815848381346,0.3440048537361462,1848.157899315346,1358.4202363619295,0.7869449794831047
5,"('cut', 'clarity', 'depth', 'table', 'x')",0.31911862250579315,1664.4866225942044,1242.9990530530124,0.825384525748611,0.3113980227417517,1641.1068097858333,1229.661067456736,0.8320084945655397
5,"('cut', 'clarity', 'depth', 'table', 'y')",0.3095742582627345,1678.9670855559948,1205.8227967036996,0.822333120623825,0.305400773406226,1859.4679526146829,1205.9788874775695,0.784329362310351
5,"('cut', 'clarity', 'depth', 'table', 'z')",0.3195361128955495,1670.4084981765252,1244.6252200095223,0.8241398289611684,0.315781973142277,2257.088053757454,1246.9725875547874,0.6822316557219856
5,"('cut', 'clarity', 'depth', 'x', 'y')",0.3190437642254862,1663.8229808319702,1242.707472540399,0.8255237386662649,0.3114085628165998,1640.8024400421216,1229.7026885292612,0.8320708022588186
